WKT,nama,deskripsi
"POLYGON ((106.8162869 -6.3050473, 106.8169306 -6.3072227, 106.8160294 -6.3081611, 106.8161581 -6.3107204, 106.8176602 -6.3103365, 106.817746 -6.3147727, 106.8165444 -6.3151992, 106.8164586 -6.3166922, 106.8249558 -6.3176732, 106.8258999 -6.3109764, 106.8265007 -6.311275, 106.8269728 -6.308673, 106.8245696 -6.3085024, 106.8243979 -6.3062843, 106.8206213 -6.3064976, 106.8205355 -6.3059004, 106.8162869 -6.3050473))",Ragunan Zoo,
