WKT,nama,deskripsi
"POLYGON ((106.8506859 -6.2335947, 106.8509434 -6.2346186, 106.8527458 -6.2361544, 106.8517159 -6.2400792, 106.8525742 -6.2419136, 106.853647 -6.2420416, 106.8528317 -6.2404632, 106.853647 -6.2372636, 106.8529604 -6.233424, 106.8506859 -6.2335947))",Taman Tebet Eco Park,
