WKT,nama,deskripsi
"POLYGON ((106.7983237 -6.214724, 106.7983237 -6.2206115, 106.8035165 -6.2230859, 106.8048898 -6.2245364, 106.8086234 -6.2220193, 106.8082801 -6.2212514, 106.8082801 -6.2159612, 106.8061772 -6.2157052, 106.8060485 -6.2126762, 106.7983237 -6.214724))",Taman GBK,
