WKT,nama,deskripsi
"POLYGON ((106.8835601 -6.2986154, 106.884633 -6.3027957, 106.8893966 -6.3052698, 106.8962201 -6.306976, 106.9012841 -6.3036915, 106.9045028 -6.3037342, 106.9040736 -6.2980183, 106.8835601 -6.2986154))",TMII,
