WKT,nama,deskripsi
"POLYGON ((106.8233706 -6.1715524, 106.8232418 -6.1803417, 106.8311383 -6.180043, 106.8298508 -6.177867, 106.8299796 -6.1736004, 106.8292071 -6.1731311, 106.8289496 -6.1715524, 106.8233706 -6.1715524))",Taman Monas,
