WKT,nama,deskripsi
"POLYGON ((106.7304631 -6.0934275, 106.6796513 -6.0947931, 106.6906377 -6.1698918, 106.7263432 -6.1958326, 106.7153569 -6.2258677, 106.7469426 -6.2258677, 106.7785283 -6.3159625, 106.810114 -6.3214223, 106.7895146 -6.3610041, 106.8513127 -6.3459907, 106.9131108 -6.3664634, 106.9213506 -6.2941228, 106.9062444 -6.2477103, 106.9488164 -6.2490754, 106.9488164 -6.2176765, 106.9735356 -6.2176765, 106.9680425 -6.1057172, 106.7304631 -6.0934275))",Kota DKI Jakarta,
