WKT,nama,deskripsi
"POLYGON ((110.0260331 -7.8917086, 110.4970719 -8.1188132, 110.828035 -8.1990173, 110.7552506 -8.0209154, 110.7882096 -7.8209678, 110.7579972 -7.8168862, 110.5904557 -7.7991989, 110.5616165 -7.7815109, 110.535524 -7.792396, 110.4970719 -7.7665436, 110.4407669 -7.5433311, 110.275972 -7.6985034, 110.2594925 -7.6549519, 110.1207901 -7.6590351, 110.1358963 -7.6903378, 110.0260331 -7.8917086))",D.I.Y Yogyakarta,
